Entity,Code,Day,total_vaccinations_per_hundred
El Salvador,SLV,2021-11-21,138.46
El Salvador,SLV,2021-11-22,138.88
El Salvador,SLV,2021-11-23,139.21
El Salvador,SLV,2021-11-24,139.94
El Salvador,SLV,2021-11-28,140.28
El Salvador,SLV,2021-11-30,140.83
El Salvador,SLV,2021-12-05,141.77
El Salvador,SLV,2021-12-06,142.06
El Salvador,SLV,2021-12-07,142.4
El Salvador,SLV,2021-12-08,142.75
El Salvador,SLV,2021-12-12,143.66
El Salvador,SLV,2021-12-13,144.13
El Salvador,SLV,2021-12-16,145.22
El Salvador,SLV,2021-12-20,145.79
El Salvador,SLV,2021-12-21,146.18
El Salvador,SLV,2021-12-22,146.56
El Salvador,SLV,2021-12-30,147.59
El Salvador,SLV,2022-01-04,148.06
El Salvador,SLV,2022-01-20,151.79
England,,2021-01-10,4.13
England,,2021-01-11,4.38
England,,2021-01-12,4.71
England,,2021-01-13,5.15
England,,2021-01-14,5.64
England,,2021-01-15,6.21
England,,2021-01-16,6.7
England,,2021-01-17,6.98
England,,2021-01-18,7.28
England,,2021-01-19,7.82
England,,2021-01-20,8.38
England,,2021-01-21,9.02
England,,2021-01-22,9.77
England,,2021-01-23,10.56
England,,2021-01-24,10.91
England,,2021-01-25,11.33
England,,2021-01-26,11.79
England,,2021-01-27,12.23
England,,2021-01-28,12.84
England,,2021-01-29,13.62
England,,2021-01-30,14.59
England,,2021-01-31,15.11
England,,2021-02-01,15.61
England,,2021-02-02,16.14
England,,2021-02-03,16.81
England,,2021-02-04,17.5
England,,2021-02-05,18.22
England,,2021-02-06,19.03
England,,2021-02-07,19.44
England,,2021-02-08,19.89
England,,2021-02-09,20.44
England,,2021-02-10,21.05
England,,2021-02-11,21.74
England,,2021-02-12,22.52
England,,2021-02-13,23.28
England,,2021-02-14,23.61
England,,2021-02-15,24.01
England,,2021-02-16,24.56
England,,2021-02-17,25.32
England,,2021-02-18,26.03
England,,2021-02-19,26.61
England,,2021-02-20,27.15
England,,2021-02-21,27.36
England,,2021-02-22,27.64
England,,2021-02-23,28.16
England,,2021-02-24,28.89
England,,2021-02-25,29.68
England,,2021-02-26,30.51
England,,2021-02-27,31.2
England,,2021-02-28,31.5
England,,2021-03-01,31.81
England,,2021-03-02,32.17
England,,2021-03-03,32.66
England,,2021-03-04,33.31
England,,2021-03-05,34.06
England,,2021-03-06,34.77
England,,2021-03-07,35.04
England,,2021-03-08,35.4
England,,2021-03-09,35.81
England,,2021-03-10,36.3
England,,2021-03-11,36.79
England,,2021-03-12,37.47
England,,2021-03-13,38.34
England,,2021-03-14,38.76
England,,2021-03-15,39.41
England,,2021-03-16,40.17
England,,2021-03-17,41.03
